,state,city,report_date,product_description,product_quantity,reason_for_recall,recalling_firm,recall_number
47,CA,Vernon,20161228,"1 GL CVF CANTALOUPE CHUNKS - LS, UPC 50758108449775;",276 pails,Simply Fresh Fruit is recalling cantaloupe and fruit mixes with cantaloupe because they may be contaminated with Listeria monocytogenes.,Simply Fresh Fruit,F-0901-2017
48,CA,Monterey,20160309,"Organic Baby Romaine  - 5 oz. clamshell - Loblaw      All marketed Dole and private label salads produced in the Springfield, OH facility.  Product may be identified by an A in the upper right hand corner of the package.",All product produced in the facility,Dole is suspending operations and withdrawing all marketed Dole and private label salads produced at the Springfield OH facility.  Products may be identified with a product code beginning with the letter A in the upper right hand corner of the package.,Dole Fresh Vegetables Inc,F-0659-2016
49,MA,Westborough,20160413,3FT American Substitute Turkey.  This is a deli service item,5,Product may have been sliced on the same equipment where the mortadella with pistachios was sliced.,Bj Wholesale Club,F-0995-2016
50,MN,Minneapolis,20160921,"5 lb Gold Medal Unbleached Flour	     Case UPC	000-16000-12690  Package UPC	000-16000-19610  Recalled Better If Used By Dates	25MAY2017KC, 27MAY2017KC, 03JUN2017KC, 04JUN2017KC    Expanded Recall: 19MAY2017KC through 24MAY2017KC, 11JUN2017KC, 12JUN2017KC    Expanded Recall #2 7-25-16.  Recalled Better if Used by Dates	01AUG2017KC, 14AUG2017KC, 15AUG2017KC, 16AUG2017KC, 17AUG2017KC, 19AUG2017KC, 20AUG2017KC      Expanded Recall:   50 lb Gold Medal H&R All Purpose Unbleached Flour  Unit UPC	100-16000-14439  Code Dates/Production Dates	05NOV2015KC, 16NOV2015KC, 17NOV2015KC, 04DEC2015KC","614,478 total units for all product","General Mills is recalling a number of products because of a multistate outbreak of E. coli O121 that may be potentially linked to Gold Medal flour, Wondra flour, and Signature Kitchens flour.  To date, E. coli O121 has not been found in any General Mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products.","General Mills, Inc",F-2215-2016
51,CA,Gardena,20160907,"Cheeseburger Sliders  Product ID C47220, 470220","2,085 cases",Potential Listeria monocytogenes contamination.,"Let's Do Lunch, Inc.",F-2026-2016
52,CA,Sacramento,20161116,Muscle Milk Pro Series 40 14 oz.;  40 g protein  Intense Vanilla    UPC Case: 8-76063-00291-2;    UPC Unit: 8-76063-00281-3,21561 cases shipped; 12 x 14 oz. units per case,Products recalled due to premature spoilage (swelled containers & foul odor).,"H.P. Hood, LLC",F-0333-2017
53,OR,Portland,20160601,"Corn Seasoning Salt Blue Cheese and Herb.  Plastic bottles, 6 bottles per case. various sizes: Wt. 5.7 oz.  The UPC is 8 14417 02089 2.    Product is labeled in parts: ""***CORN SEASONING SALT BLUE CHEESE & HERB***INGREDIENTS: BLUE CHEESE, JACOBSEN SEA SALT, OREGANO, THYME***Manufactured by Jacobsen Salt Co. Portland, OR 97214***"".",2400 units total,Corn Seasoning Salt Blue Cheese and Herb is recalled because the label declared blue cheese but milk is not declared.,Jacobsen Salt Co.,F-1397-2016
54,KS,Louisburg,20161012,"Irish Soda Beer Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 17oz, UPC 010749008267",17 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2555-2016
55,IL,Oak Brook,20161012,"UPC 041498202057 Southern Grove Sunny Cranberry Trail Mix,  Best By/Date Code: 3/28/2017.","92,865 cases for all products",TreeHouse Foods is recalling products that may be impacted by sunflower seeds  contaminated with Listeria monocytogenes.,Treehouse Foods,F-2458-2016
56,IA,Cedar Rapids,20160511,"Iowa Select Herbs LLC, Reishi Mushroom (Ganoderma Lucidum),  www.iowaselectherbs.com, 7.5 fl. Oz., Cedar Rapids, IA 52402",1 bottle,"Pursuant to a consent decree for injunctive relief the recalling firm was ordered to recall all products because they are misbranded, unapproved new drugs and adulterated dietary supplements.",Iowa Select Herbs LLC,F-1215-2016
57,KS,Louisburg,20161012,"Monkey Bread Quick Bread Mix Cinnamon Pull-Apart, packaged in a plastic bag which is placed in a cardboard box, net wt. 16.5oz, UPC 010749008595",77 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2580-2016
58,NY,Far Rockaway,20160831,"OSSIE'S PICKLED HERRING, NET WT. 8 OZ., UPC 739885104175; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",Total of 336 containers for all products,The product has the potential to be contaminated with Listeria monocytogenes based on the presence of the bacteria in the plant.,SM Fish Corp.,F-1987-2016
59,CA,Monterey,20160309,"Baby Romaine, 5 oz. clamshell, Dole brand. .       All marketed Dole and private label salads produced in the Springfield, OH facility.  Product may be identified by an A in the upper right hand corner of the package.",All product produced in the facility,Dole is suspending operations and withdrawing all marketed Dole and private label salads produced at the Springfield OH facility.  Products may be identified with a product code beginning with the letter A in the upper right hand corner of the package.,Dole Fresh Vegetables Inc,F-0673-2016
60,PA,Sunbury,20161019,Gourmet Cinnamon Chip Monster Muffins (4 count),"170,186 total units","WEIS MARKETS IS ISSUING A VOLUNTARY RECALL FOR 30 BAKERY PRODUCTS INCLUDING MUFFINS, COOKIES, AND SHORTBREAD AND BAKED BREAD ITEMS DUE TO THE POTENTIAL PRESENCE OF SMALL METAL FRAGMENTS (2-9MM) IN THE SUGAR TOPPING USED ON THESE PRODUCTS. THE VOLUNTARY ACTION IS BEING TAKEN DUE TO OUR SUPPLIERS RECALL OF THE SUGAR INGREDIENT.","Weis Markets, Inc., Ice Cream Division",F-0016-2017
61,CA,Byron,20160810,"Raw Macadamias, 6 oz. clear plastic tubs, NET WT (170g)    Whole Foods:    Distributed by Whole Foods Market, Emeryville, CA:  Ingredients: Macadamia Nuts; contains tree nuts.  Product of Malawi:  UPC: 9 99482 00132 5",240 cases (12 units per case),IEH sample of Whole Foods Raw Macadamia nuts had a positive result for Salmonella.,Marin Food Specialties Inc,F-1870-2016
62,TX,Denton,20160420,Delgado Relleno Batter Mix Net Wt 1 lb. (453 kg),158 cases,May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",F-0855-2016
63,TX,Denton,20160420,Morrison's Texas Style Mexican Cornbread Mix NET WT 6 OZ (170g) packed in paper box,2005 cases,May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",F-0841-2016
64,TX,Denton,20160420,Bill Miller BBQ Batter Mix NET WT 48 OZ (3 LB) (1.36 kg),7552 cases,May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",F-0856-2016
65,GA,Atlanta,20160928,"Huberts Lemonade Strawberry, 16 Fl. Oz. (473 ml), Manufactured for: Hamsen Beverage, Tustin, CA 92780.","53, 823 cases (12/16oz. glass bottles per case)",The product may contain foreign material (glass) in some bottles.,Coca-Cola Company  (The),F-2394-2016
66,ME,Belfast,20160622,Ducktrap Smoked Mussels in both 6oz and 16oz Tubs,,Environmental sampling detected Listeria in the environment.,Ducktrap River of Maine LLC,F-1528-2016
67,GA,Tucker,20161130,"ZT Banana Bread Mix, 13.5#","3,124,735 pounds total",Undeclared allergen; Peanut Protein,CSM Bakery Products NA,F-0516-2017
68,NY,Brooklyn,20160413,"Chef Hon brand STEAMED BUNS WITH SEAFOOD & VEGETABLE, Net Wt. 1 lb. 8 oz. (682g), UPC 7 47518 00156 2, Product Code # 69, KEEP FROZEN --- Peking Food LLC Brooklyn, NY",37 cases,Undeclared eggs from component used in production of the finished product.,Peking Food LLC,F-0903-2016
69,IL,Oak Brook,20161012,"UPC 1373312032,  Meijer White Choc Chip Pretzel Bars, Best By/Date Code:  DEC 09 16.","92,865 cases for all products",TreeHouse Foods is recalling products that may be impacted by sunflower seeds  contaminated with Listeria monocytogenes.,Treehouse Foods,F-2419-2016
70,WA,Seattle,20160907,"Original Bacon Flavored Seasoning Salt, Big Pig brand, 16oz plastic jars, 3 jars per case.  UPC 98300 00110",231 cases (3/16 oz. jars per case),"Original Bacon Flavored Seasoning Salt, Big Pig brand, is recalled due to a potential to be contaminated with E. coli O121.","J&D's Down Home Enterprises, Inc.",F-2013-2016
71,KS,Louisburg,20161012,"Rosemary & Parmesan Reggiano Olive Oil Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 15.75oz, UPC 010749009141",28 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2569-2016
72,GA,Tucker,20161130,"BM Westco Mster Mix Raised Donut Mix, 50#","3,124,735 pounds total",Undeclared allergen; Peanut Protein,CSM Bakery Products NA,F-0505-2017
73,CA,Los Angeles,20160921,"Michel Cordon Bleu, Inc.  Fresh Smoked Trout With Herbs, sold in various sizes",479.20 lbs. Total,Product is being recalled due to potential Clostridium botulinum contamination.,Michel Cordon Bleu Inc,F-2152-2016
74,FL,Jacksonville,20161214,"Double Smoked Bacon, Cheddar and Egg on Croissant Bun, 5.2 oz.","313,148 sandwiches",Product may contain metal foreign material in the Croissant Bun.,"Greencore USA, Inc.",F-0580-2017
75,MN,Silver Bay,20160323,"Wilderness Family Naturals Coconut Milk, Powdered, Organic packaged in the following sizes:    1) 16 oz foil pouch, UPC 98392-00769;  2)  12 lb. Case of 12 - 1 lbs packages, UPC 01002457  3) 5 lb. bag, UPC 98392-00770  4) 30 lb. Case of 6 - 5 lb. packages, UPC 01002458  5)  Case of 1-55 lb. package, UPC 01002459  6) Trial Sample size, UPC 01002463",Over 5500 total units for all products,Wilderness Family Naturals Organic Coconut Milk Powder and other products that contain this as an ingredient are being recalled  due to potential milk contamination.,"Wilderness Family Naturals, LLC",F-0757-2016
76,MA,Fall River,20161123,"Panera Bread Broccoli Cheddar Soup, 48 oz. sleeve (2/24 oz. cups/sleeve). Refrigerated  UPC Code: 077958790918","11,608 units",Presence of Foreign object,Blount Fine Foods Corporation,F-0475-2017
77,CA,Paramount,20160928,Popsalot  Moroccan Mystique   3.5 oz,165 cases,Gluten levels above regulatory threshold.,"POPSALOT, LLC",F-2285-2016
78,TX,Denton,20160420,Cotton Patch Cafe Chicken Fried Steak Batter Mix NET WT 30 LBS (13.63 kg),6404 cases,May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",F-0861-2016
79,KS,Louisburg,20161012,"Caramel Pecan with Streusel Topping Quick Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 18.25oz, UPC 010749008700",21 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2572-2016
80,GA,Tucker,20160622,"TranSmart, Sugar Cookie Dough, 576/0.75 ounce cookies, Net Weight 27 lbs/12.26 kgs and 96/4 ounce cookies, Net Weight 24 lbs/10.9 kgs.","34,525 total cases",Undeclared allergen; Peanut protein.,CSM Bakery Products NA,F-1463-2016
81,CA,Monterey,20160309,"Greener Supreme , 12 oz. bag - Kroger;  Greener Selection, 12 oz. bag - Dole  Value Size Greener Selection , 18 oz. bag - Dole      All marketed Dole and private label salads produced in the Springfield, OH facility.  Product may be identified by an A in the upper right hand corner of the package.",All product produced in the facility,Dole is suspending operations and withdrawing all marketed Dole and private label salads produced at the Springfield OH facility.  Products may be identified with a product code beginning with the letter A in the upper right hand corner of the package.,Dole Fresh Vegetables Inc,F-0662-2016
82,PA,Sunbury,20161019,Gourmet Lemon Poppy Monster Muffins (4 count),"170,186 total units","WEIS MARKETS IS ISSUING A VOLUNTARY RECALL FOR 30 BAKERY PRODUCTS INCLUDING MUFFINS, COOKIES, AND SHORTBREAD AND BAKED BREAD ITEMS DUE TO THE POTENTIAL PRESENCE OF SMALL METAL FRAGMENTS (2-9MM) IN THE SUGAR TOPPING USED ON THESE PRODUCTS. THE VOLUNTARY ACTION IS BEING TAKEN DUE TO OUR SUPPLIERS RECALL OF THE SUGAR INGREDIENT.","Weis Markets, Inc., Ice Cream Division",F-0015-2017
83,KS,Louisburg,20161012,"Million Dollar Brownie Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 12.7oz, UPC 010749011540",120 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2525-2016
84,IA,Newton,20160706,"Maytag Blue Cheese. Wedges and wheels are packaged in an aluminum foil wrapper and shipped in cardboard box. The wedges and wheels are packaged in the following sizes:     1) 4 LB. wheel, UPC 8 54089 00114 0;  2) 2 LB. wheel, UPC 8 54089 00112 6;  3) 1 oz. wedges, UPC 8 54089 00102 7;  4) 4 oz. wedges, UPC 8 54089 00104 1;  5) 8 oz. wedges, UPC  8 54089 00108 9;     Maytag Blue Cheese Crumbles are packaged in    6) 8 oz. plastic cups (UPC 8 54089 00183 6);  7) 5lb.bulk box (UPC 8 64089 00181 2)    The responsible name of the label and shipping box is Maytag Dairy Farms, Newton, IA 50208.","30,254.77 lbs",Product is contaminated with Listeria monocytogenes.,Maytag Dairy Farms Inc,F-1595-2016
85,CA,Norwalk,20160525,"Sliced Peaches (In Light Syrup), Net Wt. 8oz (227g), Bottle Label UPC 0-49022-80894-2, Case UPC 100-49022-80894-9","3,900 cases",MW Polar Foods is recalling Nice! Peach Slices and Nice! Mixed Fruit in 8-ounce glass jars due to potential glass in the product.,Milky Way Intl Trading Corp,F-1371-2016
86,OK,Bessie,20160518,"Granna's 808 French Toast, Diced Potatoes, Mandarin Oranges in three compartment black, plastic tray, stored frozen",54 cases,"Product has whey listed on the label, not milk.","Granna's, LLC",F-1326-2016
87,IA,Cedar Rapids,20160511,"Iowa Select Herbs LLC,Citrus Peel (Uncaria tomentosa), www.iowaselectherbs.com, 1 gallon, Cedar Rapids, IA 52402",1 bottle,"Pursuant to a consent decree for injunctive relief the recalling firm was ordered to recall all products because they are misbranded, unapproved new drugs and adulterated dietary supplements.",Iowa Select Herbs LLC,F-1162-2016
88,KS,Louisburg,20161012,"Sun Dried Tomato & Parmesan Cheese Beer Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 16.2oz, UPC 010749008052",94 bags,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",Rabbit Creek Products Inc.,F-2566-2016
89,IL,Woodridge,20161102,"Wilton Red Airbrush Color, Net Wt 0.64 FL OZ (19 mL)","16,197 bottles","Airbrush color has the potential to be contaminated with mold, yeast or bacteria.",Wilton Brands.,F-0361-2017
90,TX,Denton,20160420,Razzoo's Seasoned Corn Flour NET WT 25 LB (11.33 kg),"33,283 cases",May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",F-0895-2016
91,NJ,Newark,20160525,"Manischewitz Pistachio Orange Macaroons 10 oz.     Distributed by: The Manischewitz Company Newark, NJ 07105  Product of USA        UPC 0-7270000119-6",1888 cases,Manischewitz Pistachio Orange macaroons may contain pistachio shell fragments.,R.A.B. Food Group LLC,F-1333-2016
92,CT,Danbury,20160504,"DandleLION Kisses, 24% Sterile Organic Sucrose In Purified Water, 2 ml polyethylene vial. For oral use  Part Number D 12442  C384",86 cases (33024 vials),Microbial  contamination,"Tarry Medical Products, Inc.",F-1250-2016
93,IL,Chicago,20160720,"Quaker Quinoa Granola Bars, Chocolate Nut Medley packaged in a multi colored box with brown lettering. 5, 1.23 oz bars per box.","470 cases, 12 units per case, 5 bars per unit.",Sunflower kernels used in Quinoa bars are contaminated with Listeria Monocytogenes.,The Quaker Oats Company,F-1665-2016
94,IA,Cedar Rapids,20160511,"Iowa Select Herbs LLC, Buchu Leaf, www.iowaselectherbs.com, 1 gallon., Cedar Rapids, IA 52402",1 bottle,"Pursuant to a consent decree for injunctive relief the recalling firm was ordered to recall all products because they are misbranded, unapproved new drugs and adulterated dietary supplements.",Iowa Select Herbs LLC,F-1153-2016
